_unit_id,gender,gender:confidence,random-rank,check,created,description,fav_number,link_color,name,profileimage,retweet_count,sidebar_color,text,tweet_coord,tweet_count,tweet_created,tweet_id,tweet_location,user_timezone
815724457,male,1,0.539880537,1,6/17/09 10:07,No Bad Vibes,36,0084B4,dhaase19,https://pbs.twimg.com/profile_images/583444865490518017/MX4f5baR_normal.jpg,0,C0DEED,We will forever be faded on the gold skies,NA,85483,10/26/15 12:40,6.59E+17,"Mastic, NY",Central Time (US & Canada)
815723354,male,1,0.540888045,1,8/30/09 12:27,"Digital mktg & social media @nwlrubbermaid. @calphalon, @gracobaby, @goodyhair, @sharpie to name a few. Sports, music, pop culture, fitness. Views/sarcasm mine.",568,E4AF4F,PhilKinzler,https://pbs.twimg.com/profile_images/658717363211210752/V2KmDAR5_normal.jpg,0,FFBE3B,Listening to Parliament Funkadelic 'Live at Montreux 2004.' Trying to work and simultaneously bounce along with the funk is a challenge.,NA,8029,10/26/15 12:40,6.59E+17,"Atlanta, GA",Eastern Time (US & Canada)
815729068,female,1,0.54261665,1,08/02/2014 03:11,with anger you are not gonna make progress or achieve. so STAY COOL and achieve greatness.......,17,0084B4,MatlabKiDunya,https://pbs.twimg.com/profile_images/495515402558902272/gEFob1U4_normal.jpeg,0,C0DEED,"Shoot for the moon. Even if you miss, you'll land among the stars. ~Les Brown",NA,27140,10/26/15 12:39,6.59E+17,Pakistan,NA
815731538,male,1,0.54497654,1,03/09/2014 17:53,i met j2m and now i'm dead #blamethemusk,4454,DD2E44,iloveosricchau,https://pbs.twimg.com/profile_images/656870131629453312/d33_pXCr_normal.jpg,0,FFFFFF,apparently misha and jen were taking selfies in a corner,NA,5406,10/26/15 13:20,6.59E+17,NA,Eastern Time (US & Canada)
815727252,female,1,0.553785118,1,3/15/09 12:24,Kristin (Schiffner) Thompson: Rockin Speaker. Straight-Talkin Coach. Wise-Crackin Mamapreneur. Check it out: http://t.co/wgpIE1ROo6,207,7E1381,SpeakServeGrow,https://pbs.twimg.com/profile_images/572259673265287168/LdrrMeEy_normal.jpeg,0,FFFFFF,"@SpotifyCares Thanks for the kind reply! Yes, but when I click the link it just pinwheels. Maybe its just me? https://t.co/ANPzS8RMdK",NA,3148,10/26/15 12:40,6.59E+17,"Portland, Oregon",Pacific Time (US & Canada)
815721126,female,1,0.555177109,1,3/16/12 19:17,Guest host on @WAARadio Contributor: @WayneDupreeShow & @TPNNTweets #JusticeForBenghazi4 #TCOT #WAARadio #PJNET,7011,B30808,Discoveringme40,https://pbs.twimg.com/profile_images/607558196106960896/-UH0eMFz_normal.jpg,0,C0DEED,Its time to #WakeUpAmerica Join the Cyber War AGAINST #ISIS Follow @DigitaShadow for more deets #GhostSec #OpISIS #OpIceISIS #tcot,NA,63799,10/26/15 12:40,6.59E+17,Not in La La Liberal Land,Eastern Time (US & Canada)
815731912,female,1,0.559999134,1,3/21/13 20:21,NA,2155,ABB8C2,melissamayreed,https://pbs.twimg.com/profile_images/650346532068196352/7vVqg4Jj_normal.jpg,0,0,@dlboylan They're being weird and back-pedaling about it now. Perhaps they realize some people have little else to get excited about.,NA,1228,10/26/15 13:20,6.59E+17,SC/All Over,Atlantic Time (Canada)
815736867,female,1,0.567314302,1,07/09/2009 12:23,NA,53,802680,lulyvilche,https://pbs.twimg.com/profile_images/488530939287719936/YD_4Gn7f_normal.jpeg,0,0,Keep calm and breath acrilex https://t.co/F41Kcutuje,NA,268,10/26/15 13:19,6.59E+17,NA,New Caledonia
815729291,female,1,0.571680834,1,8/16/12 11:05,äóìI'm not sleeping because when I do I dream of Maeve. When I see her I feel the sweetest relief imaginable.äóù,13642,DD2E44,ghostlygarcia,https://pbs.twimg.com/profile_images/658426082144702464/bDkewelv_normal.jpg,0,0,glenn's gonna crawl under the dumpster or inside it or back on top or something like that,NA,203546,10/26/15 12:39,6.59E+17,parabatai cubed ä_Á #1 brook fan,Samoa
815724542,female,1,0.573537913,1,4/24/09 8:23,Bookseller/barista at Waterstones. Apparently I'm a member of SHIELD and married to Captain America.,827,2FC2EF,emsuckle,https://pbs.twimg.com/profile_images/576864207439847424/ym3n7vEy_normal.jpeg,0,0,The cinema is a slightly scary place tonight #Spectre,NA,41482,10/26/15 12:40,6.59E+17,Asgard,London
815723275,female,1,0.57390679,1,4/24/12 14:20,"Whats the biz?? Your Hub for branding, marketing and promotion, mixtapes, graphic design, printing, djs, artists ETC!",2,FF0000,PROMO4LIFE_BIZ,https://pbs.twimg.com/profile_images/573762441974267904/ZFzIxv_N_normal.jpeg,0,0,THE BAY IS JUMPING WITH THIS NEW SONG!! @_OfficialHaze #WhoDat w/ @__lilnate https://t.co/uE6NSNUKQ0,NA,34477,10/26/15 12:40,6.59E+17,New York City,Atlantic Time (Canada)
815720030,male,1,0.576158428,1,3/16/11 9:40,I love to work alot and great relationships friends and family . Its great have alot of fun as well .,43,0084B4,intunes1,https://pbs.twimg.com/profile_images/378800000346284721/2de1cd9a12c8c50ac79f672f6b6283cc_normal.jpeg,0,C0DEED,I passed the class lol nice,NA,4543,10/26/15 12:40,6.59E+17,"Seattle/Bellevue,Washington",Pacific Time (US & Canada)
815726647,male,1,0.577850689,1,12/20/11 11:54,23 | Content Creator | @KickinPotatoes is player 2. http://t.co/HmM2w29k9Z,21554,2FC2EF,JayYTGamer,https://pbs.twimg.com/profile_images/657278279867568128/9Zw0rbde_normal.png,0,FFFFFF,"Gonna be recording the Wonderlocke soon. Not sure how many encounters we will have though, BUT BE READY TO TRADE!!!",NA,101547,10/26/15 12:40,6.59E+17,FC: 2638-0758-3742,Atlantic Time (Canada)
815732566,male,1,0.581309983,1,02/05/2011 11:17,"Tweets about random stuff and sports. Fan of the Packers, Brewers, Badgers, and Red Wings. Everyone is a tough guy online. #Hashtagsandshit",922,0FB300,ImOnTheMark,https://pbs.twimg.com/profile_images/641777269489274880/MkaeRTAK_normal.jpg,0,C0DEED,@Cashout_GClark and for whatever reason the WRs always struggle getting open against man coverage with cover 2 over the top. Drives me nuts,NA,4204,10/26/15 13:20,6.59E+17,"Here, There, Everywhere",Central Time (US & Canada)
815737952,female,1,0.582969885,1,02/03/2014 10:17,NA,38,0084B4,cendrella28,https://pbs.twimg.com/profile_images/522859988922806272/NcQ9XGVD_normal.jpeg,0,C0DEED,@PopeBenedictXIV why this tolerance with homosexuals. Does the church denies ST Paul teachings and follows modern cardinals. Plz help us,NA,113,10/26/15 13:19,6.59E+17,NA,NA
815725241,female,1,0.588829499,1,6/28/12 8:24,äù£,2758,9266CC,joselinnnx,https://pbs.twimg.com/profile_images/658364409425829889/cvsQHCpG_normal.jpg,0,0,"&amp; you stay on my mind, I think about you all the damn time",NA,39740,10/26/15 12:40,6.59E+17,new york,Atlantic Time (Canada)
815735367,male,1,0.589394804,1,2/23/11 10:57,"Physio/ Chelsea fan/ lover of music, politics & ENT industry. Have an opinion about almost everything/Founder #PhysioTalk",2006,0084B4,EZRAwaCHELSKI,https://pbs.twimg.com/profile_images/657566444952133632/2TITnBHA_normal.png,0,C0DEED,@DatGuy_Andre @Lusigi_arshavin smh and to make matters worse Clattenburg will referee that match. Huyo msee hatutakiangi bana,NA,14216,10/26/15 13:19,6.59E+17,Am global,Nairobi
815736170,female,1,0.590402327,1,9/27/10 8:12,NA,654,9999,HeatherAmaka,https://pbs.twimg.com/profile_images/654862344728748033/ygpaZkoR_normal.jpg,0,EEEEEE,Reading this meat cancer story and thinking about me and @Liberienne's Fogo days like :-(.,NA,9654,10/26/15 13:19,6.59E+17,"Houston, Texas.",Quito
815733258,female,1,0.591904634,1,07/02/2014 22:23,Sex In Your Town brings you a list of all the MILFS who are looking for #NOSTRINGS sex in your local area. Free to join at http://t.co/94tesBkebY,1135,0084B4,HornyLocals,https://pbs.twimg.com/profile_images/594453027576229889/5Rz4XH8z_normal.jpg,0,C0DEED,"RETWEET AND SIGN UP ON https://t.co/HdGZcrQu5m #Sexy they are waiting!#mature https://t.co/tJrK42ax6J",NA,59306,10/26/15 13:20,6.59E+17,UK,Amsterdam
815719739,male,1,0.593682301,1,5/16/09 23:57,NA,0,17406C,ogreen32,https://pbs.twimg.com/profile_images/1875725228/1f0bba92-1f9f-4540-a2ff-ec709ef71446_normal.png,0,2280A9,@rodimusprime is the site down for maintenance?,NA,33057,10/26/15 12:40,6.59E+17,Dallas,Central Time (US & Canada)
815726975,female,1,0.595359751,1,05/11/2015 20:09,Running towards my fears and helping you face yours! Fitness. Life. Motivation. Inspiration.,2,9266CC,inspiredFIT,https://pbs.twimg.com/profile_images/597962342337351681/cBrOFJWB_normal.jpg,0,0,The darker mornings are making it harder to drag my butt out of bed to get my workout in. Less than a week until... https://t.co/vh6Q4lgule,NA,81,10/26/15 12:40,6.59E+17,NA,NA
815720905,male,1,0.598800561,1,1/15/11 23:59,"Labels don't fit me *shrugs* #TeamGamer  #TeamTaurus #LOCKNATION #ProudOtaku HENSHIN #WCNation #QAX #5Club#RUAFFTPD #Deuce #SandzOf2K12",4382,CF0689,Yung_Zoro93,https://pbs.twimg.com/profile_images/658288955931004928/33lZafkO_normal.jpg,0,0,Trick or Treat in the tower. Got my Oryx mask lol  #PS4share https://t.co/Dnb855fhwM,NA,35721,10/26/15 12:40,6.59E+17,"Memphis, TN #BluffCity",Central Time (US & Canada)
815728702,female,1,0.602475844,1,8/15/14 21:22,"Work: Boeing Commerial AirplanesHobbies: Animation Illustration, Fish, Games,",1762,9266CC,tibbyy101,https://pbs.twimg.com/profile_images/649441761748582401/OI56U6Gu_normal.jpg,0,0,"Why are we so afraid of this?! Stop listening to the bullshit and enjoy life. Eat what you like, stay relatively healthy and you'll be well.",NA,3630,10/26/15 12:39,6.59E+17,"Everett, WA",Pacific Time (US & Canada)
815727366,male,1,0.603749826,1,2/25/12 17:08,"Bears, Bulls, Cubs.",6138,0084B4,JustinTheBased,https://pbs.twimg.com/profile_images/658157755933458432/7kUMap3v_normal.png,0,C0DEED,Father forgive me for the gains I am about to receiver #RepsForJesus,NA,10451,10/26/15 12:40,6.59E+17,Fort Riley KS,NA
815736942,female,1,0.604830804,1,2/13/10 7:15,Adventures in truth telling. Laura McKowen / Founder / Light Seeker / #Recovery Warrior / I probably love you.,1241,F2CAC1,iflyatnight,https://pbs.twimg.com/profile_images/603549677561184256/6hYzsV31_normal.jpg,0,0,@danthestoryman it was time. And yes #keepthefaith,NA,1538,10/26/15 13:19,6.59E+17,"Boston, MA",Eastern Time (US & Canada)
815738634,male,1,0.607723612,1,9/22/10 14:59,"Writer of 'The Neon Idols' blog: http://t.co/irdg9668um , Cultural commentator, pro-wrestling critic. Moonlighting as comedy writer.",3389,CC3366,RTVWOW,https://pbs.twimg.com/profile_images/463319113788428288/KOPNxPFw_normal.png,0,FFFFFF,And Wyatt Reigns would be a classic were it not for them not having much of a story surrounding it #WWEHIAC,NA,20006,10/26/15 13:19,6.59E+17,"Glasgow, Scotland",Edinburgh
815723281,female,1,0.612359654,1,6/15/12 16:58,Snore. Janet IS my real name. Non-binary lass. She/they/ey/your fave nb pronoun. Esperanta konto jen: @hundstabejo,2436,30508F,dogHeadquartrs,https://pbs.twimg.com/profile_images/651966519551913984/IUkHuliT_normal.jpg,1,0,There's this vile part of my brain that immediately tries to shame me out of making any but the most financially practical life choice.,NA,1182,10/26/15 12:40,6.59E+17,NA,Eastern Time (US & Canada)
815735463,female,1,0.61389145,1,7/18/15 8:43,"Smile, it's free therapy",340,0084B4,OGAnjelica20,https://pbs.twimg.com/profile_images/654528266582126592/F_rYTvBg_normal.jpg,0,C0DEED,Wrote a shitty essay and about to fail this psych test #HappyMonday,NA,333,10/26/15 13:19,6.59E+17,NA,PDT
815732821,male,1,0.614845611,1,2/18/10 0:04,Short nigga| Struggle-Beard advocate | Milk Stout popping | Reformed man-whore | Retired Lupe Fiasco stunt double| Bhut'Malum'Stepdad kaLugcobo,2004,3B94D9,Yiva_M,https://pbs.twimg.com/profile_images/658555198156218368/Bjpf5_it_normal.jpg,0,F59733,@_Bonga @JussDaTip twas lemon and herb,NA,97997,10/26/15 13:20,6.59E+17,Konoha,Harare
815722659,female,1,0.616963178,1,11/26/14 9:40,"#Logician, #Onomast, #Medievalist, and Lecturer in #Philosophy @durham_uni",983,9266CC,SaraLUckelman,https://pbs.twimg.com/profile_images/537947691867590656/_z_WDHeS_normal.jpeg,0,0,"The other day, I tried to come up w/ a curse word that was derived neither from religion nor sex, and couldn't.  @rebecca_roache, thoughts?",NA,2700,10/26/15 12:40,6.59E+17,"Durham, England",NA
815726715,female,1,0.617806992,1,04/10/2013 12:27,"Mayhem reporter for @TribLIVE. @IUPedu & @PointParkU alumna. WashCo native. Dog mom and Slopes dweller. RTs aren't endorsements, etc etc. mguza(@)tribweb(.)com",95,ABB8C2,meganguzaTrib,https://pbs.twimg.com/profile_images/628179662410260481/gHqLXQjc_normal.jpg,0,FFFFFF,"Port Authority and city police say the victims -- one man, one woman -- were initially hit by an SUV and thrown under the bus.",NA,1167,10/26/15 12:40,6.59E+17,Pittsburgh,Atlantic Time (Canada)
815738414,female,1,0.620163412,1,08/10/2011 20:57,"whatever you are, be a good one.",5946,9C0FA3,effadden,https://pbs.twimg.com/profile_images/624462441003401216/nDIQHZVp_normal.jpg,0,0,"The boys singing ""safety dance"" rn makes me miss Nate and Jeremy _ôÖ__ôÖ__ôÖ_",NA,12721,10/26/15 13:19,6.59E+17,Roselle,NA
815729531,male,1,0.621985055,1,09/08/2011 13:51,4.6.15 R.I.P Uncle NuNu . Audio Engineer/Computer Engineer/Business Admin.,563,F00000,dcflawless,https://pbs.twimg.com/profile_images/617802450485952513/n71tIg_x_normal.jpg,0,FFFFFF,Becoming a better man each and every day .,NA,61474,10/26/15 13:20,6.59E+17,"Richmond, VA",Eastern Time (US & Canada)
815722382,male,1,0.62265902,1,08/09/2013 13:46,Premature Rockstar || Chosen Model,23795,0,YesImTCurryyy,https://pbs.twimg.com/profile_images/657284902774308864/hHvQ_bO6_normal.jpg,0,FFFFFF,Dropping some shit for the streets today. _ôÍ´ä__¥Ÿè,NA,17628,10/26/15 12:40,6.59E+17,ATL,Atlantic Time (Canada)
815727886,male,1,0.622879533,1,06/12/2012 00:28,"Wine industry geek, bass player, brewer and Dad",57,0084B4,SimonG4all,https://pbs.twimg.com/profile_images/2301133125/facepic_normal.jpg,0,C0DEED,"@Smallest_of_all @BBCRoryCJ Disposal was an *ahem* alimentary matter. The wrappers proved less appetising..#DownTheSofa",NA,2064,10/26/15 12:39,6.59E+17,NA,Amsterdam
815732353,male,1,0.623571424,1,04/12/2009 10:16,"Through the lord we can do anything. Trust in him, our father, Jesus Christ.",1244,BF1238,Richard_Colo,https://pbs.twimg.com/profile_images/624002031037116416/jtnXS7ZY_normal.jpg,0,FFFFFF,"@NYSEandG you should be ashamed of yourselves leaving my best friend without heat on cold nights, just after she had surgery and all.",NA,20617,10/26/15 13:20,6.59E+17,"Williamsville, NY",Eastern Time (US & Canada)
815730135,male,1,0.626095339,1,10/28/11 3:26,"Londoner/Geordie/Kí_lner. Loves: Travel, Writing, Film, Music, Cooking, Gym, Theatre, Tennis, Grey Goose",11921,3B94D9,PeripateNic,https://pbs.twimg.com/profile_images/655824322137866241/TRRbY4AA_normal.jpg,0,0,James Morrison is back and he looks hotter than ever #scorchio,NA,87074,10/26/15 13:20,6.59E+17,London,Hawaii
815737982,female,1,0.626491591,1,5/31/11 16:59,20 BRISTOL he used to call me poison,2758,0084B4,Jazzminehunt,https://pbs.twimg.com/profile_images/658365753532534784/XUX0VXK5_normal.jpg,0,C0DEED,Halloween is so close and I haven't got anything yet oops,NA,16175,10/26/15 13:19,6.59E+17,Bristol,Pacific Time (US & Canada)
815726839,male,1,0.636794067,1,4/13/10 6:54,I don't forgive or forget...told myself never again,14155,0,TennoLeno,https://pbs.twimg.com/profile_images/642023253016453120/3UvFapcy_normal.jpg,0,0,If you don't catch me while I care I savage the whole situation,NA,72643,10/26/15 12:40,6.59E+17,Audrey Lane,Eastern Time (US & Canada)
815729207,male,1,0.638128628,1,10/20/12 10:33,NA,7463,0D0C0C,wrzodk,https://pbs.twimg.com/profile_images/616727482063056896/SIE4z4yA_normal.jpg,0,0,#NW The Walking Dead,NA,142834,10/26/15 12:39,6.59E+17,NA,Paris
815722566,female,1,0.638309397,1,4/16/11 23:10,Only shower in champagne,8681,94FCF7,_EJJ,https://pbs.twimg.com/profile_images/655117848755351556/jBT4jT1Q_normal.jpg,0,0,"HELLO FROM THE OTHERSIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIDEEEEEE",NA,25560,10/26/15 12:40,6.59E+17,"Boone, NC",Eastern Time (US & Canada)
815722841,male,1,0.643532202,1,07/11/2011 12:25,Commentator for HellfireCommentaries. Mostly resides in the HFC Twitch Channel. http://t.co/hBmVjZoE3b,300,FF8000,Volkamar,https://pbs.twimg.com/profile_images/615575326345850880/CqZZxDo2_normal.png,0,0,@BillyBoomers It was pretty out there. I just found out one of the other Shulk's I found as from the Euro Cosplay contest.,NA,6692,10/26/15 12:40,6.59E+17,United Kingdom,Amsterdam
815730902,male,1,0.644172014,1,02/09/2012 11:04,4 dopey Australians saved me,313,D02B55,Maiakelly1,https://pbs.twimg.com/profile_images/658375767093616643/SqKzgBvM_normal.jpg,0,FFFFFF,These boys/men(whatever)make me smile all the time and make me proud to be me I love them so much @5SOS _ôÍ_https://t.co/nTVdsU3fIR via youtube,NA,337,10/26/15 13:20,6.59E+17,"Coventry, England",Pacific Time (US & Canada)
815720310,female,1,0.644511227,1,04/03/2013 22:46,God. Love. Yoga. Health. Luxury. || Washingtonian in Chicago || Hoya & Bison || trying to balance my lawyer half with my yogini half,1143,88253,a7wright,https://pbs.twimg.com/profile_images/378800000471429997/7c6ebe5094e8afc745a5bd11ed8f3073_normal.jpeg,0,D3D2CF,"@MelosMuse I was just about to say that my stomach is not sensitive, but the bug I had this weekend is making me look at everything sideways",NA,8176,10/26/15 12:40,6.59E+17,Chicago,Arizona
815735246,male,1,0.644767189,1,10/15/15 18:59,ä„_18 ä„_Student at UIPR SG äó¢ Sports Technology ä„_Salt Life ä„_Dreamer äó¢ Leader ä„_SC äó¢ Twitter: thezaczane ä„_ Fitness äó¢ Wrestling = LIFE,8,0084B4,TheZacZane,https://pbs.twimg.com/profile_images/655076642554052608/iKnIbwok_normal.jpg,0,C0DEED,Ponto Frio: My favorite place to eat and stay healthy. https://t.co/3dPz2Hjo1N,NA,14,10/26/15 13:19,6.59E+17,Racoon City,NA
815728531,male,1,0.646233441,1,01/09/2013 17:40,Liam Payne writes and sings sad sappy ballads about how his hetero love is so difficult.,15633,F5ABB5,louminiall,https://pbs.twimg.com/profile_images/650433511384612864/1xVexvUE_normal.jpg,0,EEEEEE,@killianishook he was playing with the carnival games i hate him https://t.co/mlwlIeaIMR,NA,65528,10/26/15 12:39,6.59E+17,NA,Eastern Time (US & Canada)
815721293,male,1,0.649057328,1,11/09/2009 20:40,"-Jose äù_ Vanitys Diamond, Prince Byytch!!!",1065,FF5520,vanitysdiamond,https://pbs.twimg.com/profile_images/637247592087330817/EFTfH9E__normal.jpg,0,FF5520,#FromDuskTillDawn renewed for season 3 _ô»ë_ô»ë_ô»ë cant wait for the finale tomorrow,NA,14773,10/26/15 12:40,6.59E+17,Agraba / Connecticut,Pacific Time (US & Canada)
815730338,male,1,0.65309283,1,3/21/08 16:01,I wonder.,963,0084B4,ChrisWhy,https://pbs.twimg.com/profile_images/529118473092206594/TVEl65yX_normal.jpeg,0,C0DEED,"@Opera is there a way to automatically use Opera Turbo when on 4G, and turn it off when on WiFi? I don't see a way.",NA,1013,10/26/15 13:20,6.59E+17,Michigan,Eastern Time (US & Canada)
815725767,female,1,0.653795212,1,8/18/14 16:27,NA,97,0084B4,Marga_M_R,https://pbs.twimg.com/profile_images/658726453081714690/g2_tK4u8_normal.jpg,0,C0DEED,"@Marga_M_R He wouldn't DREAM of trimming the GD damn shrubs so drivers can be safe. No, but cunty will blow leaves all day. GD damn him.",NA,1687,10/26/15 12:40,6.59E+17,"Oregon, Ohio, USA",NA
815733492,male,1,0.65474819,1,3/17/09 14:38,"Former Multilpe Manager : All things RETAIL! Sales , Merchandising , Auditing , Profiling, Planograms , POS. HACCP. NISO Health & Safety .",1873,0084B4,bucksean1,https://pbs.twimg.com/profile_images/645125503754616832/Lp6DC_s7_normal.jpg,0,C0DEED,"@bestsportoffers @stephenhunt1010 #When men were men Hunty#And pansies grew in the gardenä__¥Ÿè_ôˆ¬_ôˆÈ_ôïç!",NA,2567,10/26/15 13:19,6.59E+17,"Galway, Ireland",London
815732306,female,1,0.655044093,1,10/15/12 16:14,blackgirlmagic,12293,990000,angelxlena,https://pbs.twimg.com/profile_images/658146671470055424/xLifb-Tv_normal.jpg,0,DFDFDF,"@babybeIIe moral of the convo: don't cry over boys, take selfies and make boys cry, be a happy hoe, and how to throw a party 101.",NA,17221,10/26/15 13:20,6.59E+17,Los Angeles / Eritrea,Pacific Time (US & Canada)
815722777,male,1,0.655572942,1,11/10/2014 20:03,bio,11,0084B4,itsChrispino,https://pbs.twimg.com/profile_images/657291017515720704/KD8iwlC7_normal.jpg,0,C0DEED,You are the one who teaches other people how to treat you. What do you teach? - Chalene Johnson #quote,NA,741,10/26/15 12:40,6.59E+17,National Capital Region,Pacific Time (US & Canada)
815721673,male,1,0.656669874,1,8/15/12 21:17,"Whatever you like, it's not a problem at all. 9/1/15  #ChargerNation #ForeverRoyal #20 #EDM #MustFollow",2513,CFB929,BenNight41,https://pbs.twimg.com/profile_images/639815429897129984/7gUkqd1k_normal.jpg,0,0,Greg Hardy you a good player and all but don't get in the face of Dez Bryant. Learn your place mane.,NA,13523,10/26/15 12:40,6.59E+17,"Kansas City, MO",NA
815721458,male,1,0.659140758,1,2/27/12 16:55,I live to never loss i want to be knowing as the young langston hughes,93,2FC2EF,kenjunebugz,https://pbs.twimg.com/profile_images/538515001708134400/iREhI4JN_normal.jpeg,0,181A1E,"I'm straight to the topic like my nigga jadakiss said ""Is we fucking or not""",NA,1819,10/26/15 12:40,6.59E+17,NA,Pacific Time (US & Canada)
815725303,female,1,0.664641133,1,08/08/2011 04:02,I'm a lover not a fighter,10064,ABB8C2,indiemuke,https://pbs.twimg.com/profile_images/658408626936270848/VpgaVXc9_normal.jpg,0,FFFFFF,I loved the 1st album and everything but this one is so lyrically beautiful and it IS 5sos #SoundsGoodFeelsGood,NA,33470,10/26/15 12:40,6.59E+17,dublin,Dublin
815720935,male,1,0.664953624,1,7/19/09 17:18,"Paramedic who loves video games, technology, and aviation. [not affiliated with CFD, comments are mine and not reflective of my employer] #FOAMed #FOAMems",3503,2FC2EF,chicagomedic,https://pbs.twimg.com/profile_images/442525347989307392/bqySJIPf_normal.jpeg,0,181A1E,Living the good life with sugar and crap shift essentials https://t.co/xnUu4hiE08,NA,34044,10/26/15 12:40,6.59E+17,Chicago,Central Time (US & Canada)
815719413,female,1,0.667343546,1,7/30/09 11:56,"I love Jesus, Miranda Lambert, JLE, leopard print & a little Jack in my Coke.",1787,0099CC,briteveprice,https://pbs.twimg.com/profile_images/652909404929572864/uDEGk0C__normal.jpg,0,FFF8AD,Too excited to spend my Halloween night in the PIT with @sigmonmakenzie &amp; @ChrisYoungMusic _ôçé_ô__,NA,10385,10/26/15 12:40,6.59E+17,West Virginia/New York,Eastern Time (US & Canada)
815735149,female,1,0.668905867,1,08/12/2009 07:04,"Lunch lady by day, romance writer by night.  TAKEN BY STORM, TRAPPED UNDER ICE.  Mother of 20-yr-old &18-yr-old triplets.  Tired most of the time.",416,D02B55,mjschiller,https://pbs.twimg.com/profile_images/1537511410/Snapshot_20110906_8_normal.JPG,0,FFFFFF,My good ol' blog is hopping today! I have the wonderful and talented Ms. Alicia Dean on today and she brings with... https://t.co/wJSz7KFnYf,NA,23189,10/26/15 13:19,6.59E+17,NA,Central Time (US & Canada)
815721054,female,1,0.669209878,1,1/26/14 1:29,äùù;ÒµìÒ‹_Ô_åäù_Üó‰Üƒç äìË,170,ABB8C2,hjinri,https://pbs.twimg.com/profile_images/654077305526988800/PNGdedrC_normal.jpg,0,0,people need to stop looking for happiness at the same pleace theylost it,NA,22920,10/26/15 12:40,6.59E+17,Ò‹ìÒÖå,Urumqi
815730623,female,1,0.672413823,1,3/15/13 7:10,We are the makers of music and the dreamers of dreams  #amala #NothingElseMatters #NotAllThoseWhoWanderAreLost #LetsGetItOn,4541,38543,SilviaLD78,https://pbs.twimg.com/profile_images/575042697439887361/x2Br5mu2_normal.jpeg,0,EEEEEE,"""When we were younger and #free..."" _ô__ #Adele #Hello #25 #music #heartbreaking #powerballad #digitaldownload #love https://t.co/38SdZ3R9h0",NA,2612,10/26/15 13:20,6.59E+17,"Italy, Ireland, San Francisco",NA
815737116,female,1,0.672742956,1,11/24/10 19:08,Instagram @lyssajusticeee,428,2FC2EF,a_victoria2,https://pbs.twimg.com/profile_images/657215981480255488/2q4uCmCT_normal.jpg,0,181A1E,I just added this to my closet on Poshmark: Black and blue patterned dress. https://t.co/b7gaZol65s via @poshmarkapp #shopmycloset,NA,2252,10/26/15 13:19,6.59E+17,Kentucky,Central Time (US & Canada)
815733341,female,1,0.6742352,1,2/22/14 5:24,Free spirit..classical ballet dancer/teacher/choreographer.Love my world & it is always a sunshiney day.Feel the music and dance No DMs plsäù_¥Ÿè,162967,0084B4,Judy_Cockerton,https://pbs.twimg.com/profile_images/437764761028407296/C-CU49K8_normal.jpeg,0,C0DEED,@Erdingtonsound @brondman2yh @rubberclowncar @frankric4001 @CosmicCrash1 @brendatomczak @JGrabietz70 that's great Andrew..cheers and beers _ôïé,NA,71806,10/26/15 13:19,6.59E+17,London UK,NA
815738940,male,1,0.67450932,1,7/14/14 9:24,"Broadcast Journalist, mild mannered reporter, no cape but has glasses! leaps oceans on planes, no bounds!",100,0084B4,MikeofNewYORK,https://pbs.twimg.com/profile_images/488726107894468608/PaENHvwA_normal.png,0,C0DEED,"Fair Winds and Following Seas, to @DDG82 USS Lassen their motto ""From Courage, Life..."" #presence-matters  #Navy https://t.co/Jr5GhfJDk9",NA,737,10/26/15 13:19,6.59E+17,NA,NA
815728378,female,1,0.681502159,1,04/09/2012 14:16,You want a revolution? I want a revelation.,2515,B521C2,caroline__1107,https://pbs.twimg.com/profile_images/653564823360413698/pQYP7-oo_normal.jpg,0,FFFFFF,TSCHNEI JUST CAME IN TO THE COFFEESHOP AND DIDNT LEAVE ME A TIP,NA,4667,10/26/15 12:39,6.59E+17,"shadí©land, indiana",Eastern Time (US & Canada)
815721221,male,1,0.685207746,1,6/18/10 3:53,"Nomen est omen.                        Husband, dad, veteran, black belt, linguist, smartass, sarcast, gamer, streamer. Breaking games since 1984.",7335,4A913C,xTheMeanDadx,https://pbs.twimg.com/profile_images/618758984854474752/1gbREvXE_normal.jpg,0,0,"@WrestlingLAD He was and to some point still is business wise, not necessarily creative. The man can still turn the worst writing into $$$",NA,6152,10/26/15 12:40,6.59E+17,Haven,Atlantic Time (Canada)
815736251,female,1,0.686154672,1,02/11/2015 03:29,"Blog reader, tea drinker, vintage loving smitten MUMMY! I can't resist a giveaway, but hoping my luck picks up. Lost Yorkshire lass, trying to get back North!",54,4A913C,TeapotHappiness,https://pbs.twimg.com/profile_images/653596372638277632/4AQdRwTs_normal.jpg,0,0,@Cinderelmo and getting songs stuck in my head :(,NA,3132,10/26/15 13:19,6.59E+17,England,NA
